Delta_Mean,Theta_Mean,Alpha_Mean,Beta_Mean,Gamma_Mean,Dream_Description,Cluster
0.2327625075,0.26521763,0.4554399325,0.0578294525,0.461888355,"Walking through a tranquil forest, listening to the sound of rustling leaves.",1
0.2885981175,0.1356865525,0.232224145,0.3325128549999999,0.0788956482499999,"Exploring an ancient temple hidden deep in the jungle, filled with secrets.",2
0.7378241999999999,0.5639630125,0.74904605,0.2476499719999999,0.1663163525,"Sitting on a mountaintop, meditating under a sky full of stars.",3
0.7095657175000001,0.471513764,0.5915364675,0.1904353975,0.1102652175,"Drifting in an endless dark space, floating weightlessly.",3
0.2785255525,0.254221618,0.7746330375,0.45820168,0.21553517925,"Sitting on a mountaintop, meditating under a sky full of stars.",0
0.09005954,0.1410992065,0.6172465925,0.4908888399999999,0.3119304525,"Walking through an old town, feeling nostalgic as you observe people.",0
0.0373678962499999,0.1747277119999999,0.127162295,0.18123305425,0.1407229375,"Diving into the depths of the ocean, surrounded by glowing sea creatures.",2
0.0070711075,0.2585388469999999,0.8910164199999999,0.405644054,0.329304631,"Walking through an old town, feeling nostalgic as you observe people.",0
0.917294965,0.3475949875,0.430042296,0.21181865,0.1293341174999999,"An unclear dream where time feels frozen, but emotions linger.",3
0.3512218525,0.45260498,0.4527070475,0.231642245,0.22638089175,"Floating in a small boat on a calm lake, watching the moon reflect on the water.",1
0.26171348,0.307543875,0.01738547,0.2253252774999999,0.07992437,"Diving into the depths of the ocean, surrounded by glowing sea creatures.",2
0.078707825,0.13606613,0.591145435,0.5235958275,0.33636086,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.1283578879999999,0.0521032675,0.4518627374999999,0.20482861125,0.053313615,"Walking through an old town, feeling nostalgic as you observe people.",2
0.18364378575,0.248869241975,0.8136273150000001,0.4190674424999999,0.3292339199999999,"Walking through an old town, feeling nostalgic as you observe people.",0
0.6422738675,0.5686808382499999,0.5554797899999999,0.3322521575,0.05304985975,"An unclear dream where time feels frozen, but emotions linger.",3
0.20181101925,0.161189005,0.270810116,0.2801789074999999,0.1117549224999999,"Exploring an ancient temple hidden deep in the jungle, filled with secrets.",2
0.821290705,0.62114688,0.825655925,0.317350236,0.0994501199999999,"Reliving a cherished memory, seeing familiar faces and places.",3
0.423027895,0.1295532775,0.41155905,0.31161857,0.03501371575,"A deep, dreamless sleep with faint echoes of distant voices.",2
0.19244370375,0.276532011,0.64989169,0.1735048082499999,0.1910901924999999,"Floating in a small boat on a calm lake, watching the moon reflect on the water.",1
0.078707825,0.13606613,0.591145435,0.5235958275,0.33636086,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.5419852243999999,0.3350538799999999,0.57282341,0.02604141275,0.2179090135,"A deep, introspective dream where thoughts flow like a gentle stream.",1
0.5423324724999999,0.4506102925,0.49805217,0.09897518,0.2621145375,"Drifting in an endless dark space, floating weightlessly.",1
0.4072824325,0.243027121375,0.714744645,0.258156795,0.1555767777499999,"A deep, introspective dream where thoughts flow like a gentle stream.",1
0.38302346225,0.39835571,0.6378794824999999,0.18144572125,0.13070521275,"Floating in a small boat on a calm lake, watching the moon reflect on the water.",1
0.8532138295,0.7550798925,1.0149347175,0.365923475,0.0122055355,"Walking through an old town, feeling nostalgic as you observe people.",3
0.917294965,0.3475949875,0.430042296,0.21181865,0.1293341174999999,"A deep, dreamless sleep with faint echoes of distant voices.",3
0.9056802375,0.629943705,0.7192768199999999,0.209548901075,0.1136799575,"A strange sensation of falling into an abyss, yet feeling peaceful.",3
0.5098196349999999,0.23103830825,0.3197416925,0.11906673875,0.15699574,"A deep, dreamless sleep with faint echoes of distant voices.",1
0.6875097425,0.55887761525,0.6687158715,0.1970215457499999,0.2426201865,"A deep, dreamless sleep with faint echoes of distant voices.",1
0.50438511,0.5788941200000001,0.55824439,0.29852160375,0.0286595729999999,"A peaceful dream of sitting on the beach, watching the sunset while birds fly overhead.",3
1.00129577,0.77473061,0.75559961,0.351715469,0.050831023,"A strange sensation of falling into an abyss, yet feeling peaceful.",3
0.40563294875,0.36629831,0.612871825,0.186150255,0.1121447125,"A deep, introspective dream where thoughts flow like a gentle stream.",1
0.0986868849999999,0.06266082475,0.12581028,0.2360160925,0.2055526735,"Flying high above mountains, feeling the wind rushing past as you soar.",2
0.079122502,0.3053832625,0.6347950575,0.3007340235,0.2553683075,"A peaceful dream of sitting on the beach, watching the sunset while birds fly overhead.",0
0.64215033,0.4582168975,0.6253870925,0.0296864247499999,0.19846182925,"A strange sensation of falling into an abyss, yet feeling peaceful.",1
0.238784745,0.2358288724999999,0.55515293,0.297107315,0.07601424175,"A deep, introspective dream where thoughts flow like a gentle stream.",2
0.1377451479999999,0.525063565,0.5738525825,0.2103383225,0.1752674939999999,"Floating in a small boat on a calm lake, watching the moon reflect on the water.",1
0.0629530375,0.1281161955,0.5956899375,0.531647555,0.3552482549999999,"Walking through an old town, feeling nostalgic as you observe people.",0
0.059364555,0.21632681825,0.06412697875,0.240076595,0.0678131175,"A thrilling dream of running through a neon-lit futuristic city, dodging obstacles.",2
0.504331155,0.3329184289999999,0.3483463224999999,0.1546488225,0.2184399825,"A strange sensation of falling into an abyss, yet feeling peaceful.",1
0.0256733274999999,0.263634746,0.8929423925,0.40803829,0.3199091275,"Sitting on a mountaintop, meditating under a sky full of stars.",0
0.3449778839999999,0.29997472,0.6918800475,0.165894084,0.1373782485,"Sitting on a mountaintop, meditating under a sky full of stars.",1
0.65711454,0.29662750675,0.52129248875,0.182049886,0.1797943012499999,"A strange sensation of falling into an abyss, yet feeling peaceful.",1
0.2858393125,0.1253884325,0.2297888524999999,0.3369292299999999,0.07917389175,"Diving into the depths of the ocean, surrounded by glowing sea creatures.",2
0.059364555,0.21632681825,0.06412697875,0.240076595,0.0678131175,"A thrilling dream of running through a neon-lit futuristic city, dodging obstacles.",2
0.083104455,0.54192289825,0.8824447875,0.20877328775,0.2695747757499999,"A peaceful dream of sitting on the beach, watching the sunset while birds fly overhead.",1
0.0606467675,0.4057940975,0.721167325,0.154114932,0.12044273425,"Floating in a small boat on a calm lake, watching the moon reflect on the water.",1
0.2464383412499999,0.4304214725,0.669168685,0.17436763875,0.33341818025,"A peaceful dream of sitting on the beach, watching the sunset while birds fly overhead.",1
0.212340465,0.0978492025,0.23556085425,0.29943397,0.12841517425,"A thrilling dream of running through a neon-lit futuristic city, dodging obstacles.",2
0.0086055012499999,0.135445764,0.109214435,0.1910348184999999,0.187985075,"Flying high above mountains, feeling the wind rushing past as you soar.",2
0.3230110975,0.43576458075,0.4527070475,0.228102464,0.2364696335,"Floating in a small boat on a calm lake, watching the moon reflect on the water.",1
0.10723257275,0.225289045,0.7098962799999999,0.2137065504999999,0.2858274449999999,"Floating in a small boat on a calm lake, watching the moon reflect on the water.",1
0.2710322125,0.1090331875,0.2282493404977499,0.3377363175,0.0839918575,"Flying high above mountains, feeling the wind rushing past as you soar.",2
0.013815395,0.123061784,0.48771121,0.21028967375,0.22465985,"Reliving a cherished memory, seeing familiar faces and places.",2
0.004712765,0.060447135,0.8086350075,0.36928861,0.208604784,"Reliving a cherished memory, seeing familiar faces and places.",0
0.204654219,0.2993587225,0.886241185,0.4685567774999999,0.1890672275,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.17879881175,0.1781189775,0.2448780435,0.264503745,0.1318244925,"Diving into the depths of the ocean, surrounded by glowing sea creatures.",2
0.009279735,0.0729175125,0.601726515,0.0878743775,0.284086659,"Walking through an old town, feeling nostalgic as you observe people.",1
0.8888375645,0.64800931,0.7181053550000001,0.20566274675,0.09401674325,"An unclear dream where time feels frozen, but emotions linger.",3
0.512180885,0.13799646,0.7047477725,0.5307162225,0.28787455475,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.76689553,0.600283295,0.79693532,0.2392704574999999,0.124564465,"Sitting on a mountaintop, meditating under a sky full of stars.",3
0.506311325,0.431124095,0.584219476,0.1623684,0.08973578875,"Sitting on a mountaintop, meditating under a sky full of stars.",3
0.0217589152499999,0.1566216712499999,0.1196078625,0.1863383392499999,0.1619987925,"Diving into the depths of the ocean, surrounded by glowing sea creatures.",2
0.32279524235,0.4143012695,0.5881933275,0.096547001,0.082943205,"Standing in a lush green meadow, feeling the warm sunlight on your skin.",1
0.160878095,0.0609252,0.7069404775,0.252378235,0.0135400835,"A deep, introspective dream where thoughts flow like a gentle stream.",2
0.1039613952574999,0.3642705882499999,0.63239246,0.2071333645,0.262874049,"Walking through a tranquil forest, listening to the sound of rustling leaves.",1
0.2982514149999999,0.2460525135,0.7665644999999999,0.4580570499999999,0.21421579675,"Sitting on a mountaintop, meditating under a sky full of stars.",0
0.16550028,0.1981532369999999,0.5122851275,0.168791471,0.2781027975,"Walking through a tranquil forest, listening to the sound of rustling leaves.",1
0.89160218,0.3567523025,0.3713231825,0.23840711,0.1229648925,"An unclear dream where time feels frozen, but emotions linger.",3
0.215314345,0.264228784,0.582487445,0.15500979775,0.2979701725,"A peaceful dream of sitting on the beach, watching the sunset while birds fly overhead.",1
0.08479459075,0.17939825825,0.10096122975,0.18265242275,0.151666804,"Exploring an ancient temple hidden deep in the jungle, filled with secrets.",2
0.226583795,0.1139706275,0.239452228,0.3010258234999999,0.12864447675,"Exploring an ancient temple hidden deep in the jungle, filled with secrets.",2
0.18013669675,0.1650469124999999,0.251325711,0.270785235,0.1233052574999999,"Flying high above mountains, feeling the wind rushing past as you soar.",2
0.52106795,0.61676807,0.6989483475,0.2097149725,0.0800050222499999,"Floating in a small boat on a calm lake, watching the moon reflect on the water.",3
0.5656582675,0.19866923125,0.55739407,0.241603185,0.1014116912499999,"An unclear dream where time feels frozen, but emotions linger.",3
0.25520525,0.4299389275,0.52526376875,0.2206385475,0.2665059475,"Walking through a tranquil forest, listening to the sound of rustling leaves.",1
0.06638179575,0.1774964495,0.103482721,0.1838464275,0.142967981,"Flying high above mountains, feeling the wind rushing past as you soar.",2
0.2785255525,0.254221618,0.7746330375,0.45820168,0.21553517925,"Walking through an old town, feeling nostalgic as you observe people.",0
0.23180557,0.2573658649999999,0.5051031,0.2256558277,0.1254507684999999,"A peaceful dream of sitting on the beach, watching the sunset while birds fly overhead.",2
0.87821150525,0.6299886324999999,0.7025533025,0.23283150325,0.11761832075,"An unclear dream where time feels frozen, but emotions linger.",3
0.569315785,0.54606661575,0.5858246174999999,0.341128385,0.0546115097499999,"Reliving a cherished memory, seeing familiar faces and places.",3
0.2747521675,0.3363460705,0.6992621775000001,0.1328966585,0.2249339845,"Walking through a tranquil forest, listening to the sound of rustling leaves.",1
0.22146155025,0.0942858075,0.2325279854999999,0.329142925,0.08853326025,"Exploring an ancient temple hidden deep in the jungle, filled with secrets.",2
0.2710322125,0.1090331875,0.2282493404977499,0.3377363175,0.0839918575,"Diving into the depths of the ocean, surrounded by glowing sea creatures.",2
0.7150115075,0.45247003,0.44184634,0.2815731999999999,0.1836916675,"An unclear dream where time feels frozen, but emotions linger.",3
0.5384477665,0.46266514375,0.9024408625,0.429558895,0.2813273324999999,"Reliving a cherished memory, seeing familiar faces and places.",0
0.12051231,0.34808177025,0.8890830875,0.2578076525,0.033658940875,"A peaceful dream of sitting on the beach, watching the sunset while birds fly overhead.",0
0.913217175,0.573796125,0.70163922,0.2069751818,0.1216459,"A deep, dreamless sleep with faint echoes of distant voices.",3
0.0602669525,0.0125946429999999,0.1011039275,0.1170588033,0.2379357662499999,"Diving into the depths of the ocean, surrounded by glowing sea creatures.",2
0.778616685,0.488799031425,0.5166597525000001,0.1850928275,0.107431149675,"A strange sensation of falling into an abyss, yet feeling peaceful.",3
0.2315990775,0.275276225,0.027389875,0.1955392125,0.1293110774999999,"A thrilling dream of running through a neon-lit futuristic city, dodging obstacles.",2
0.5829796534999999,0.333497596675,0.57356746,0.2823707975,0.196855715,"A strange sensation of falling into an abyss, yet feeling peaceful.",1
0.4355600825,0.5792328525,0.5053861550000001,0.344081721,0.083047911,"A peaceful dream of sitting on the beach, watching the sunset while birds fly overhead.",3
0.5259891000000001,0.606001695,0.6989483475,0.150672745,0.08710489475,"Walking through a tranquil forest, listening to the sound of rustling leaves.",3
0.4220747615,0.277356018,0.5196598775,0.08912055625,0.29340632,"A deep, introspective dream where thoughts flow like a gentle stream.",1
0.24202132375,0.40435576,0.66389656,0.2061045965,0.0423759087499999,"A peaceful dream of sitting on the beach, watching the sunset while birds fly overhead.",3
0.4768770400000001,0.5500066180000001,0.968255175,0.509970595,0.129603503,"A peaceful dream of sitting on the beach, watching the sunset while birds fly overhead.",0
1.19558393,0.76154861,0.6807478075,0.3988272264999999,0.0555251895,"An unclear dream where time feels frozen, but emotions linger.",3
0.24141086975,0.50356366,0.6263687800000001,0.1288187137499999,0.16793155915,"Walking through a tranquil forest, listening to the sound of rustling leaves.",1
0.0131102732499999,0.29412581,0.5759355599999999,0.2821629665,0.2541743429999999,"Standing in a lush green meadow, feeling the warm sunlight on your skin.",1
0.9127586275,0.7004423999999999,0.518661785,0.2104217407499999,0.0344353475,"A strange sensation of falling into an abyss, yet feeling peaceful.",3
0.93072015,0.9625975675,0.858846615,0.241214553,0.101745826,"Standing in a lush green meadow, feeling the warm sunlight on your skin.",3
0.7610557525,0.581030589,0.7518942975,0.340649539,0.0838672925,"An unclear dream where time feels frozen, but emotions linger.",3
0.9303920025,0.71659438,0.51546897,0.182702371,0.04224465,"Drifting in an endless dark space, floating weightlessly.",3
0.0611596774999999,0.279987969,0.9268626975,0.3934078562499999,0.29054407725,"Sitting on a mountaintop, meditating under a sky full of stars.",0
0.212340465,0.0978492025,0.23556085425,0.29943397,0.12841517425,"Diving into the depths of the ocean, surrounded by glowing sea creatures.",2
0.057261431,0.3181055775,0.7489357225,0.442924975,0.401663654,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.4178355275,0.6002610575,1.005398625,0.508006245,0.130627963,"Standing in a lush green meadow, feeling the warm sunlight on your skin.",0
0.0086055012499999,0.135445764,0.109214435,0.1910348184999999,0.187985075,"Exploring an ancient temple hidden deep in the jungle, filled with secrets.",2
0.0209793375,0.0989985332499999,0.4794450655,0.1332228342499999,0.2868921125,"Sitting on a mountaintop, meditating under a sky full of stars.",1
0.42186567375,0.38761480275,0.6371205775,0.1854894274999999,0.1292110475,"Sitting on a mountaintop, meditating under a sky full of stars.",1
0.8039805975,0.6227532650000001,0.8891089825,0.1342536014999999,0.164954051,"A deep, introspective dream where thoughts flow like a gentle stream.",3
0.221290655,0.09931186425,0.2382979337499999,0.312099975,0.10861448775,"A thrilling dream of running through a neon-lit futuristic city, dodging obstacles.",2
0.003255495,0.1197708375,0.73702954175,0.460181195,0.3379733499999999,"Sitting on a mountaintop, meditating under a sky full of stars.",0
0.0342181375,0.1083552775,0.6895638749999999,0.4393861175,0.413798875,"Walking through an old town, feeling nostalgic as you observe people.",0
0.3666722225,0.21847663,0.78510894,0.35509978,0.0959318745,"Walking through an old town, feeling nostalgic as you observe people.",0
0.2752998625,0.335273183,0.6728091224999999,0.256272976225,0.244722945,"Standing in a lush green meadow, feeling the warm sunlight on your skin.",1
0.078707825,0.13606613,0.591145435,0.5235958275,0.33636086,"Reliving a cherished memory, seeing familiar faces and places.",0
0.336602015,0.339758383,0.4626825,0.05268249935,0.1591252917499999,"A peaceful dream of sitting on the beach, watching the sunset while birds fly overhead.",1
0.1173373999999999,0.1583182,0.6682924825000001,0.2323801167499999,0.34780735,"Walking through an old town, feeling nostalgic as you observe people.",1
0.1436820775,0.2764075274999999,0.7201350925000001,0.19597803025,0.317840760125,"Walking through a tranquil forest, listening to the sound of rustling leaves.",1
0.0321679965,0.03389353,0.5395212825,0.1171777805,0.194780806,"Sitting on a mountaintop, meditating under a sky full of stars.",1
0.1312428525,0.0865487299999999,0.6776800574999999,0.3659980874999999,0.0674947635,"Walking through an old town, feeling nostalgic as you observe people.",0
0.2317461787499999,0.07328072,0.7461972724999999,0.39306837,0.07279512975,"Walking through an old town, feeling nostalgic as you observe people.",0
0.0927663175,0.168051955075,0.5014165212499999,0.0657098345,0.205818865,"Floating in a small boat on a calm lake, watching the moon reflect on the water.",1
0.905826065,0.343243065,0.42151407825,0.2098441065,0.1310192825,"An unclear dream where time feels frozen, but emotions linger.",3
0.380375115,0.331309059,0.83500807,0.3357654925,0.2243165915,"Reliving a cherished memory, seeing familiar faces and places.",0
0.164755265,0.104453264,0.8586125950000001,0.4157290025,0.1483840475,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.2784624235,0.3885077225,0.91269907,0.5301008675,0.192777317,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.7011119299999999,0.348811538,0.5404092825,0.193575787,0.1819157562499999,"An unclear dream where time feels frozen, but emotions linger.",1
0.724971555,0.48931772825,0.693045205,0.2594909475,0.1526571025,"An unclear dream where time feels frozen, but emotions linger.",3
0.3524802375,0.4062051,0.5715131895,0.147423485,0.15786237943,"Standing in a lush green meadow, feeling the warm sunlight on your skin.",1
0.7121989774999999,0.5569944099999999,0.419698965,0.24158372925,0.0421669675,"A strange sensation of falling into an abyss, yet feeling peaceful.",3
0.4309149345,0.6264582075,1.01817161,0.4887822325,0.121506103,"Standing in a lush green meadow, feeling the warm sunlight on your skin.",0
1.005428755,0.77864194,0.75938124,0.3536094015,0.042713087,"A strange sensation of falling into an abyss, yet feeling peaceful.",3
0.506344475,0.570150525,0.5895154425,0.2276466945,0.145936011,"Walking through a tranquil forest, listening to the sound of rustling leaves.",3
0.2629499025,0.4098360325,0.681524605,0.2221562475,0.029885448325,"A peaceful dream of sitting on the beach, watching the sunset while birds fly overhead.",3
0.735802735,0.443276545,0.6887375625,0.36521466375,0.0568912275,"An unclear dream where time feels frozen, but emotions linger.",3
0.6685834025,0.63275689,0.5414123575,0.2773394775,0.013252877825,"A deep, dreamless sleep with faint echoes of distant voices.",3
0.2885981175,0.1356865525,0.232224145,0.3325128549999999,0.0788956482499999,"A thrilling dream of running through a neon-lit futuristic city, dodging obstacles.",2
0.436854125,0.5320033915,0.4705486925,0.34877848,0.0298141634999999,"Standing in a lush green meadow, feeling the warm sunlight on your skin.",3
0.3676971162499999,0.2788361775,0.6579034425,0.4001401634,0.05727735,"Reliving a cherished memory, seeing familiar faces and places.",0
8.804649999999414e-05,0.0877767375,0.8349787049999999,0.360996805,0.2193854925,"Reliving a cherished memory, seeing familiar faces and places.",0
